,Date,Description,Location
1813,3/10/2022 15:36,Accident with road blockage,TRADEPORT DR / CENTERPORT ST
1814,3/10/2022 15:19,Accident (injuries),E LANDSTREET RD / DAETWYLER DR
1815,3/10/2022 15:15,Domestic disturbance,Restricted Address
1816,3/10/2022 15:14,Battery - shooting,5000 BLOCK MILLENIA BLVD
1817,3/10/2022 15:01,Accident (minor),S KIRKMAN RD / I-4 W
1818,3/10/2022 15:01,Battery,4500 BLOCK MIDDLEBROOK RD
1819,3/10/2022 14:43,Accident (minor),8700 BLOCK AVENUE C
1820,3/10/2022 14:14,Battery,9400 BLOCK JEFF FUQUA BLVD
1821,3/10/2022 14:11,Accident with road blockage,5800 BLOCK CONROY RD
1822,3/10/2022 13:35,Accident (minor),LAWING LN / CONROY RD
1823,3/10/2022 13:21,Check the well being of,700 BLOCK S IVEY LN
1824,3/10/2022 13:07,Fugitive from justice,S BLUFORD AVE / W COLONIAL DR
1825,3/10/2022 12:11,Drug violation,6200 BLOCK PEREGRINE CT
1826,3/10/2022 8:44,General investigation,10500 BLOCK EASTPARK LAKE DR
1827,3/10/2022 20:38,911 hang up,5100 BLOCK CINDERLANE PKWY
1828,3/10/2022 20:34,Designated Patrol Area - available,9300 BLOCK JEFF FUQUA BLVD
1829,3/10/2022 20:34,Fugitive from justice,DOWDEN RD / STORY TIME DR
1830,3/10/2022 20:34,Mentally-ill person (violent),1 BLOCK STURTEVANT ST
1831,3/10/2022 20:31,Trespasser,5400 BLOCK GATEWAY VILLAGE CIR
1832,3/10/2022 20:27,Hit and run (minor),2300 BLOCK EDGEWATER DR
1833,3/10/2022 20:23,Fugitive from justice,6000 BLOCK RALEIGH ST
1834,3/10/2022 20:23,House/business check,WILLOW BEND BLVD / SILVER STAR RD
1835,3/10/2022 20:22,Accident (injuries),1200 BLOCK W CHURCH ST
1836,3/10/2022 20:21,Accident with road blockage,E SOUTH ST / S CRYSTAL LAKE DR
1837,3/10/2022 20:18,Lost/found property,GOAA AS2 T
1838,3/10/2022 20:06,Noise ordinance violation,1 BLOCK S OSCEOLA AVE
1839,3/10/2022 20:06,Commercial alarm,5200 BLOCK E COLONIAL DR
1840,3/10/2022 20:05,Theft,3100 BLOCK ORANGE CENTER BLVD
1841,3/10/2022 20:04,Designated Patrol Area - available,LIBERTY AVE / E JACKSON ST
1842,3/10/2022 19:50,Suspicious incident,POINT LOOK OUT RD / ROSE BAY DR
1843,3/10/2022 19:50,Suspicious vehicle,400 BLOCK S WESTMORELAND DR
1844,3/10/2022 19:43,Hit and run (minor),8800 BLOCK HASTINGS BEACH BLVD
1845,3/10/2022 19:41,Theft,6300 BLOCK INTERNATIONAL DR
1846,3/10/2022 19:40,Check the well being of,1900 BLOCK LEE RD
1847,3/10/2022 19:36,Mentally-ill person (non-violent),5200 BLOCK N ORANGE BLOSSOM TRL
1848,3/10/2022 19:33,General investigation,9400 BLOCK JEFF FUQUA BLVD
1849,3/10/2022 19:04,Threats/assaults - armed,1200 BLOCK W COLONIAL DR
1850,3/10/2022 18:57,Check the well being of,5800 BLOCK INTERNATIONAL DR
1851,3/10/2022 18:12,Mentally-ill person (non-violent),1400 BLOCK HEBER CIR
1852,3/10/2022 18:04,Battery,800 BLOCK SHORT AVE
1853,3/10/2022 18:01,General disturbance,RED WILLOW AVE / WILLOW BEND BLVD
1854,3/10/2022 17:51,Accident with road blockage,NOT AVAILABLE
1855,3/10/2022 17:44,Other sex crimes,Restricted Address
1856,3/10/2022 21:29,Designated Patrol Area - available,LAKE AVE / E CENTRAL BLVD
1857,3/10/2022 21:28,Suspicious person,N FERN CREEK AVE / E CONCORD ST
1858,3/10/2022 21:25,House/business check,S ORANGE AVE / W MICHIGAN ST
1859,3/10/2022 21:17,Hit and run (injuries),S ORANGE BLOSSOM TRL / W PINE ST
1860,3/10/2022 21:16,Accident (minor),S JOHN YOUNG PKWY / L B MCLEOD RD
1861,3/10/2022 21:02,Hit and run (minor),8800 BLOCK HASTINGS BEACH BLVD
1862,3/10/2022 20:53,Designated Patrol Area - available,9400 BLOCK JEFF FUQUA BLVD
1863,3/10/2022 20:50,Trespasser,3000 BLOCK CURRY FORD RD
1864,3/10/2022 20:50,Liquor law violation,E CENTRAL BLVD / N COURT AVE
1865,3/10/2022 20:45,House/business check,S SEMORAN BLVD / CURRY FORD RD
1866,3/10/2022 20:05,Theft,900 BLOCK S GOLDWYN AVE
1867,3/10/2022 17:44,Suspicious incident,2400 BLOCK E WASHINGTON ST
1868,3/11/2022 6:00,Suspicious person,9300 BLOCK JEFF FUQUA BLVD
1869,3/11/2022 5:58,Community Orientated Policing detail,9300 BLOCK JEFF FUQUA BLVD
1870,3/11/2022 5:54,Suspicious person,2100 BLOCK S HIAWASSEE RD
1871,3/11/2022 5:49,Accident (minor),E COLONIAL DR / N MAGNOLIA AVE
1872,3/11/2022 5:42,Suspicious person,100 BLOCK WALL ST
1873,3/11/2022 5:36,General investigation,9300 BLOCK JEFF FUQUA BLVD
1874,3/11/2022 5:01,Accident (minor),6600 BLOCK EAGLE WATCH DR
1875,3/10/2022 23:29,Drunk driver,5600 BLOCK HOFFNER AVE
1876,3/11/2022 15:23,General investigation,1500 BLOCK CROOMS AVE
1877,3/11/2022 15:22,House/business check,5500 BLOCK S KIRKMAN RD
1878,3/11/2022 15:18,Abandoned vehicle,1200 BLOCK POINSETTIA AVE
1879,3/11/2022 15:18,Suspicious person,3200 BLOCK W COLONIAL DR
1880,3/11/2022 15:12,Theft by shoplifting,3200 BLOCK E COLONIAL DR
1881,3/11/2022 15:12,Accident with road blockage,E MICHIGAN ST / CONWAY RD
1882,3/11/2022 15:12,General disturbance,5600 BLOCK VINELAND RD
1883,3/11/2022 15:12,Non-emergency assistance,1 BLOCK W MILLER ST
1884,3/11/2022 15:05,Suspicious person,S ORANGE BLOSSOM TRL / W PINE ST
1885,3/11/2022 15:03,Stolen vehicle,1200 BLOCK N ORANGE AVE
1886,3/11/2022 15:03,Disabled occupied vehicle,RALEIGH ST / DEEROCK DR
1887,3/11/2022 14:59,Lost/found property,9300 BLOCK JEFF FUQUA BLVD
1888,3/11/2022 14:57,Disabled occupied vehicle,N BUMBY AVE / E COLONIAL DR
1889,3/11/2022 14:51,Stolen/lost tag,5500 BLOCK CURRY FORD RD
1890,3/11/2022 14:47,Lost/found property,6400 BLOCK S CHICKASAW TRL
1891,3/11/2022 14:46,Unknown trouble,3900 BLOCK W D JUDGE DR
1892,3/11/2022 14:43,Lost/found property,S ORANGE AVE / W MURIEL ST
1893,3/11/2022 14:43,General disturbance - armed,600 BLOCK INDIANA ST
1894,3/11/2022 14:42,911 hang up,9400 BLOCK JEFF FUQUA BLVD
1895,3/11/2022 14:36,General disturbance,4400 BLOCK CURRY FORD RD
1896,3/11/2022 14:32,Accident (injuries),GRAND ST / S ORANGE BLOSSOM TRL
1897,3/11/2022 14:31,Abandoned vehicle,1 BLOCK
1898,3/11/2022 14:29,Accident with road blockage,1 BLOCK
1899,3/11/2022 14:29,Illegally parked cars,1 BLOCK W WASHINGTON ST
1900,3/11/2022 14:18,Battery,1200 BLOCK W SOUTH ST
1901,3/11/2022 14:18,Sick or injured person,Restricted Address
1902,3/11/2022 13:59,Accident (minor),4900 BLOCK INTERNATIONAL DR
1903,3/11/2022 13:58,Accident (minor),W COLONIAL DR / N JOHN YOUNG PKWY
1904,3/11/2022 13:43,Commercial B&E,5500 BLOCK S KIRKMAN RD
1905,3/11/2022 13:37,General disturbance,9200 BLOCK NARCOOSSEE RD
1906,3/11/2022 13:34,Unknown trouble,6400 BLOCK RALEIGH ST
1907,3/11/2022 13:15,Designated Patrol Area - available,TRADEPORT DR / POST OFFICE BLVD
1908,3/11/2022 13:13,Attempted suicide,Restricted Address
1909,3/11/2022 12:49,Theft by shoplifting,100 BLOCK W PINE ST
1910,3/11/2022 12:39,Designated Patrol Area - available,9400 BLOCK JEFF FUQUA BLVD
1911,3/11/2022 12:33,Accident (minor),1 BLOCK
1912,3/11/2022 22:31,Mentally-ill person (non-violent),400 BLOCK S ORANGE AVE
1913,3/11/2022 22:27,Vehicle B&E,5200 BLOCK INTERNATIONAL DR
1914,3/11/2022 22:26,Hit and run (minor),1 BLOCK
1915,3/11/2022 22:26,House/business check,S SEMORAN BLVD / HOFFNER AVE
1916,3/11/2022 22:26,House/business check,S SEMORAN BLVD / TURNBULL DR
1917,3/11/2022 22:24,Battery - fight in progress,5800 BLOCK SHENANDOAH WAY
1918,3/11/2022 22:21,Drug violation,S PARRAMORE AVE / W CHURCH ST
1919,3/11/2022 22:17,Nuisance animal,800 BLOCK E ROLLINS ST
1920,3/11/2022 22:17,Designated Patrol Area - available,9600 BLOCK JEFF FUQUA BLVD
1921,3/11/2022 22:13,Non-emergency assistance,1 BLOCK N TERRY AVE
1922,3/11/2022 22:05,Accident (minor),800 BLOCK N JOHN YOUNG PKWY
1923,3/11/2022 22:05,Suspicious person,400 BLOCK E CENTRAL BLVD
1924,3/11/2022 22:02,Trespasser,700 BLOCK W COLONIAL DR
1925,3/11/2022 21:51,Theft,4900 BLOCK INTERNATIONAL DR
1926,3/11/2022 21:50,Suspicious incident,1100 BLOCK S SEMORAN BLVD
1927,3/11/2022 21:49,Stolen vehicle,S ORANGE BLOSSOM TRL / GRAND ST
1928,3/11/2022 21:10,Designated Patrol Area - available,9300 BLOCK JEFF FUQUA BLVD N
1929,3/11/2022 20:57,Designated Patrol Area - available,9300 BLOCK JEFF FUQUA BLVD
1930,3/11/2022 20:46,Designated Patrol Area - available,9300 BLOCK JEFF FUQUA BLVD
1931,3/11/2022 20:18,Weapons/armed,5700 BLOCK MAJOR BLVD
1932,3/11/2022 20:03,Battery,6000 BLOCK VILLAGE CIR S
1933,3/11/2022 19:56,Theft by shoplifting,4900 BLOCK INTERNATIONAL DR
1934,3/11/2022 19:42,Reckless vehicle,IMAGINARY WAY / SATIRE ST
1935,3/11/2022 18:43,General disturbance,9900 BLOCK DOWDEN RD
1936,3/11/2022 18:35,Drug violation,N TERRY AVE / GROVE PARK DR
1937,3/11/2022 17:56,General disturbance,5100 BLOCK METROWEST BLVD
1938,3/11/2022 17:34,Drunk driver,LAKE BALDWIN LN / MAST ST
1939,3/11/2022 17:12,Trespasser,6000 BLOCK UNIVERSAL BLVD
1940,3/11/2022 15:32,Domestic disturbance,Restricted Address
1941,3/12/2022 7:16,Threats/assault,5100 BLOCK MILLENIA BLVD
1942,3/12/2022 7:15,House/business check,N CRYSTAL LAKE DR / E ROBINSON ST
1943,3/12/2022 7:03,Suspicious person,9400 BLOCK JEFF FUQUA BLVD
1944,3/12/2022 7:02,Suspicious person,4700 BLOCK S KIRKMAN RD
1945,3/12/2022 6:45,Noise ordinance violation,1 BLOCK W PAR ST
1946,3/12/2022 6:37,House/business check,600 BLOCK LAKE DOT CIR
1947,3/12/2022 6:28,Residential alarm,1400 BLOCK E CHURCH ST
1948,3/12/2022 6:19,Designated Patrol Area - available,500 BLOCK E HARDING ST
1949,3/12/2022 6:15,Trespasser,400 BLOCK N JOHN YOUNG PKWY
1950,3/12/2022 6:11,Commercial alarm,400 BLOCK N ORANGE BLOSSOM TRL
1951,3/12/2022 6:05,Suspicious person,4100 BLOCK S KIRKMAN RD
1952,3/12/2022 5:10,Suspicious incident,BOONE AVE / W SOUTH ST
1953,3/12/2022 4:34,Domestic disturbance,Restricted Address
1954,3/12/2022 2:54,Fugitive from justice,OLD GOLDENROD RD / HOFFNER AVE
1955,3/12/2022 2:03,Battery - shooting,5000 BLOCK MILLENIA BLVD
1956,3/12/2022 21:13,Lost/found property,9300 BLOCK JEFF FUQUA BLVD
1957,3/12/2022 21:12,Unknown trouble,900 BLOCK S ORANGE BLOSSOM TRL
1958,3/12/2022 21:08,Commercial alarm,4200 BLOCK L B MCLEOD RD
1959,3/12/2022 21:00,Suspicious incident,6500 BLOCK SWISSCO DR
1960,3/12/2022 20:56,911 hang up,7100 BLOCK NORTH FRONTAGE RD
1961,3/12/2022 20:56,Trespasser,5900 BLOCK UNIVERSAL BLVD
1962,3/12/2022 20:55,Residential alarm,5800 BLOCK LA COSTA DR
1963,3/12/2022 20:45,General disturbance,1 BLOCK W MILLER ST
1964,3/12/2022 20:43,Noise ordinance violation,10100 BLOCK LEEVISTA BLVD
1965,3/12/2022 20:41,Trespasser,100 BLOCK E PINE ST
1966,3/12/2022 20:40,Commercial B&E,500 BLOCK S KIRKMAN RD
1967,3/12/2022 20:39,General disturbance,5900 BLOCK HAZELTINE NATIONAL DR
1968,3/12/2022 20:39,General investigation,6700 BLOCK GRAND NATIONAL DR
1969,3/12/2022 20:29,Illegally parked cars,9200 BLOCK JEFF FUQUA BLVD
1970,3/12/2022 20:23,House/business check,4700 BLOCK CASON COVE DR
1971,3/12/2022 20:22,Designated Patrol Area - available,9300 BLOCK JEFF FUQUA BLVD
1972,3/12/2022 20:19,Designated Patrol Area - available,9300 BLOCK JEFF FUQUA BLVD
1973,3/12/2022 20:17,Vehicle B&E,5100 BLOCK INTERNATIONAL DR
1974,3/12/2022 20:16,Accident (injuries),S KIRKMAN RD / RALEIGH ST
1975,3/12/2022 20:15,Trespasser,6000 BLOCK UNIVERSAL BLVD
1976,3/12/2022 20:13,Missing person - adult,1 BLOCK STURTEVANT ST
1977,3/12/2022 20:01,House/business check,S OXALIS AVE / LAKE UNDERHILL RD
1978,3/12/2022 19:50,Attempted suicide,Restricted Address
1979,3/12/2022 19:50,Illegally parked cars,S ORANGE AVE / E PINE ST
1980,3/12/2022 19:33,General investigation,9300 BLOCK JEFF FUQUA BLVD
1981,3/12/2022 19:30,Theft,4900 BLOCK INTERNATIONAL DR
1982,3/12/2022 19:28,Suspicious incident,1100 BLOCK W JACKSON ST
1983,3/12/2022 19:26,General investigation,1200 BLOCK W SOUTH ST
1984,3/12/2022 19:01,Community Orientated Policing detail,700 BLOCK S IVEY LN
1985,3/12/2022 17:53,Mentally-ill person (non-violent),1200 BLOCK MAURY RD
1986,3/12/2022 17:52,Recovered stolen vehicle,N ROSALIND AVE / E WASHINGTON ST
1987,3/12/2022 17:15,General disturbance - armed,5100 BLOCK MILLENIA WATERS DR
1988,3/12/2022 17:02,Suspicious person,S ORANGE BLOSSOM TRL / CARTER ST
1989,3/12/2022 15:33,Drug violation,6000 BLOCK LAKEHURST DR
1990,3/12/2022 22:21,Accident with road blockage,1 BLOCK
1991,3/12/2022 22:17,Disabled occupied vehicle,S SEMORAN BLVD / T G LEE BLVD
1992,3/12/2022 22:13,House/business check,E COLONIAL DR / MAGUIRE BLVD
1993,3/12/2022 22:10,Commercial alarm,3400 BLOCK W D JUDGE DR
1994,3/12/2022 22:06,Illegally parked cars,9200 BLOCK JEFF FUQUA BLVD
1995,3/12/2022 22:03,Residential alarm,2400 BLOCK S OSCEOLA AVE
1996,3/12/2022 22:03,Designated Patrol Area - available,9300 BLOCK JEFF FUQUA BLVD
1997,3/12/2022 22:02,Unknown trouble,1 BLOCK W PINE ST
1998,3/12/2022 22:01,General disturbance,5100 BLOCK S JOHN YOUNG PKWY
1999,3/12/2022 21:57,Suspicious vehicle,5500 BLOCK S KIRKMAN RD
2000,3/12/2022 21:47,Disabled occupied vehicle,1 BLOCK
2001,3/12/2022 21:43,Stolen vehicle,400 BLOCK GILMAN CIR
2002,3/12/2022 21:42,Drunk pedestrian,9700 BLOCK JEFF FUQUA BLVD
2003,3/12/2022 21:33,Vandalism/criminal mischief,7100 BLOCK S SEMORAN BLVD
2004,3/12/2022 21:22,Commercial alarm,5100 BLOCK S JOHN YOUNG PKWY
2005,3/12/2022 17:55,Mentally-ill person (non-violent),1200 BLOCK MAURY RD
2006,3/13/2022 9:09,Suspicious person,N ORANGE BLOSSOM TRL / W COLONIAL DR
2007,3/13/2022 9:07,Accident (minor),9200 BLOCK JEFF FUQUA BLVD
2008,3/13/2022 9:04,Residential alarm,1600 BLOCK LAKE SHORE DR
2009,3/13/2022 8:43,Vehicle B&E,2900 BLOCK ELIZABETH AVE
2010,3/13/2022 8:43,Domestic disturbance,Restricted Address
2011,3/13/2022 8:40,Suspicious person,3300 BLOCK W COLONIAL DR
2012,3/13/2022 8:34,General investigation,1200 BLOCK W COLONIAL DR
2013,3/13/2022 8:27,Suspicious incident,1900 BLOCK WATAUGA AVE
2014,3/13/2022 8:27,House/business check,LAKE UNDERHILL RD / ANDES AVE
2015,3/13/2022 8:18,House/business check,LAKE UNDERHILL RD / ANDES AVE
2016,3/13/2022 8:16,Designated Patrol Area - available,500 BLOCK E HARDING ST
2017,3/13/2022 7:49,Residential B&E,500 BLOCK E CHURCH ST
2018,3/13/2022 7:23,Missing person - juvenile,1000 BLOCK S KIRKMAN RD
2019,3/13/2022 7:23,House/business check,VISTA PARK BLVD / LAKE WAVERLY LN
2020,3/13/2022 7:21,Disabled occupied vehicle,S IVEY LN / RALEIGH ST
2021,3/13/2022 5:34,Suspicious vehicle,N ORANGE BLOSSOM TRL / W COLONIAL DR
2022,3/13/2022 5:28,Community Orientated Policing detail,9300 BLOCK JEFF FUQUA BLVD
2023,3/13/2022 15:27,Battery - fight in progress,100 BLOCK E COPELAND DR
2024,3/13/2022 15:26,General disturbance,4700 BLOCK N PINE HILLS RD
2025,3/13/2022 15:25,Check the well being of,4900 BLOCK RALEIGH ST
2026,3/13/2022 15:24,Stolen vehicle,W WASHINGTON ST / N WESTMORELAND DR
2027,3/13/2022 15:23,Hit and run (minor),100 BLOCK W GRANT ST
2028,3/13/2022 15:22,Designated Patrol Area - available,9400 BLOCK JEFF FUQUA BLVD N
2029,3/13/2022 15:19,House/business check,800 BLOCK S KIRKMAN RD
2030,3/13/2022 15:18,Theft by shoplifting,3800 BLOCK S SEMORAN BLVD
2031,3/13/2022 15:13,Domestic disturbance,Restricted Address
2032,3/13/2022 15:11,Theft,9400 BLOCK JEFF FUQUA BLVD
2033,3/13/2022 15:09,Battery,2900 BLOCK S KIRKMAN RD
2034,3/13/2022 15:09,Designated Patrol Area - available,9400 BLOCK JEFF FUQUA BLVD
2035,3/13/2022 15:06,Vehicle B&E,4400 BLOCK S SEMORAN BLVD
2036,3/13/2022 14:57,Unknown trouble,6700 BLOCK GRAND NATIONAL DR
2037,3/13/2022 14:56,911 hang up,6000 BLOCK BUFORD ST
2038,3/13/2022 14:56,Stolen vehicle,9400 BLOCK JEFF FUQUA BLVD
2039,3/13/2022 14:48,Noise ordinance violation,900 BLOCK RANDALL ST
2040,3/13/2022 14:46,Threats/assault,3600 BLOCK SOUTHPOINTE DR
2041,3/13/2022 14:45,Disabled occupied vehicle,MILLENIA BLVD / CONROY RD
2042,3/13/2022 14:44,Battery,1000 BLOCK S HIAWASSEE RD
2043,3/13/2022 14:43,Trespasser,100 BLOCK E PINE ST
2044,3/13/2022 14:40,Unknown trouble,3000 BLOCK EDGEWATER DR
2045,3/13/2022 14:37,Accident (general disturbance),1 BLOCK
2046,3/13/2022 14:35,Non-emergency assistance,5500 BLOCK CHOLLA WAY
2047,3/13/2022 14:34,General disturbance,700 BLOCK W CHURCH ST
2048,3/13/2022 14:31,Theft by shoplifting,3100 BLOCK W PRINCETON ST
2049,3/13/2022 14:24,Vehicle B&E,1200 BLOCK BERWYN RD
2050,3/13/2022 14:21,Vandalism/criminal mischief,1 BLOCK S THORNTON AVE
2051,3/13/2022 14:11,Theft by shoplifting,5500 BLOCK S KIRKMAN RD
2052,3/13/2022 13:46,Theft,5000 BLOCK NORTH LN
2053,3/13/2022 13:40,Vehicle B&E,2400 BLOCK CONWAY RD
2054,3/13/2022 13:20,Trespasser,4700 BLOCK S SEMORAN BLVD
2055,3/13/2022 12:02,Battery,N TERRY AVE / GROVE PARK DR
2056,3/13/2022 11:50,Designated Patrol Area - available,9400 BLOCK JEFF FUQUA BLVD
2057,3/13/2022 9:57,Theft,700 BLOCK W CHURCH ST
2058,3/13/2022 17:40,Threats/assault,1000 BLOCK S HIAWASSEE RD
2059,3/13/2022 17:37,Suspicious incident,1700 BLOCK WELHAM ST
2060,3/13/2022 17:36,Trespasser,3300 BLOCK VINELAND RD
2061,3/13/2022 17:34,Unknown trouble,100 BLOCK E ESTHER ST
2062,3/13/2022 17:34,Non-emergency assistance,5100 BLOCK NADINE ST
2063,3/13/2022 17:27,House/business check,S PARRAMORE AVE / W CHURCH ST
2064,3/13/2022 17:26,Vandalism/criminal mischief,1600 BLOCK LITTLE FALLS CIR
2065,3/13/2022 17:17,General disturbance,9400 BLOCK JEFF FUQUA BLVD
2066,3/13/2022 17:15,Battery,800 BLOCK HILLS ST
2067,3/13/2022 17:12,Mentally-ill person (non-violent),8600 BLOCK BEAR RD
2068,3/13/2022 17:12,Accident (minor),E CHURCH ST / LAKE AVE
2069,3/13/2022 17:03,Suspicious incident,4400 BLOCK MARTINS WAY
2070,3/13/2022 17:02,Lost/found property,1 BLOCK W WASHINGTON ST
2071,3/13/2022 16:55,Accident with road blockage,LEE RD / N ORANGE BLOSSOM TRL
2072,3/13/2022 16:52,Designated Patrol Area - available,5800 BLOCK LA COSTA DR
2073,3/13/2022 16:50,Rape,Restricted Address
2074,3/13/2022 16:47,Domestic disturbance,Restricted Address
2075,3/13/2022 16:46,Stolen vehicle,N ORANGE BLOSSOM TRL / W COLONIAL DR
2076,3/13/2022 16:45,Accident with road blockage,W OAK RIDGE RD / ADRIANA AVE
2077,3/13/2022 16:34,Trespasser,6300 BLOCK INTERNATIONAL DR
2078,3/13/2022 16:23,Suspicious vehicle,6100 BLOCK OLD PARK LN
2079,3/13/2022 16:20,Domestic disturbance,Restricted Address
2080,3/13/2022 16:02,Suspicious incident,9400 BLOCK TURKEY LAKE RD
2081,3/13/2022 15:47,Non-emergency assistance,1 BLOCK W MILLER ST
2082,3/13/2022 15:35,Suspicious person,W COLONIAL DR / N WESTMORELAND DR
2083,3/13/2022 15:24,Stolen vehicle,300 BLOCK BEECH AVE
2084,3/13/2022 15:23,Hit and run (minor),1 BLOCK W CRYSTAL LAKE ST
2085,3/13/2022 15:09,Vandalism/criminal mischief,2900 BLOCK S KIRKMAN RD
2086,3/13/2022 21:31,Theft,1 BLOCK W PINE ST
2087,3/13/2022 21:26,Person robbery,800 BLOCK E WASHINGTON ST
2088,3/13/2022 21:26,Domestic disturbance,Restricted Address
2089,3/13/2022 21:19,Accident (minor),CONROY RD / S KIRKMAN RD
2090,3/13/2022 21:16,Designated Patrol Area - available,9300 BLOCK JEFF FUQUA BLVD
2091,3/13/2022 21:15,Trespasser,600 BLOCK W COLONIAL DR
2092,3/13/2022 21:14,Attempted suicide,Restricted Address
2093,3/13/2022 21:07,House/business check,4500 BLOCK S SEMORAN BLVD
2094,3/13/2022 21:06,Domestic disturbance,Restricted Address
2095,3/13/2022 20:59,Noise ordinance violation,10500 BLOCK BURROWS ST
2096,3/13/2022 20:51,Hit and run (minor),2700 BLOCK S ORANGE AVE
2097,3/13/2022 20:50,Noise ordinance violation,1400 BLOCK MERCY DR
2098,3/13/2022 20:49,House/business check,WATAUGA AVE / CURRY FORD RD
2099,3/13/2022 20:48,House/business check,400 BLOCK N PARRAMORE AVE
2100,3/13/2022 20:28,Suspicious person,8600 BLOCK OAK BLUFF DR
2101,3/13/2022 20:28,Drug violation,COLUMBIA ST / AMAROS AVE
2102,3/13/2022 20:23,General disturbance,9400 BLOCK JEFF FUQUA BLVD
2103,3/13/2022 20:22,Residential B&E,5200 BLOCK LANETTE ST
2104,3/13/2022 20:18,Attempted suicide,Restricted Address
2105,3/13/2022 20:13,Stolen vehicle,2000 BLOCK W COLONIAL DR
2106,3/13/2022 20:06,Drunk driver,100 BLOCK E CENTRAL BLVD
2107,3/13/2022 20:05,General disturbance,600 BLOCK W COLONIAL DR
2108,3/13/2022 19:58,Fire,5400 BLOCK WOOD CROSSING ST
2109,3/13/2022 19:57,Drug violation,W ROBINSON ST / N WESTMORELAND DR
2110,3/13/2022 19:56,911 hang up,4700 BLOCK BEACON ST
2111,3/13/2022 19:49,Designated Patrol Area - available,9300 BLOCK JEFF FUQUA BLVD
2112,3/13/2022 19:47,Battery,100 BLOCK N ORANGE AVE
2113,3/13/2022 19:18,Domestic disturbance,Restricted Address
2114,3/13/2022 19:17,House/business check,LAKE UNDERHILL RD / S OXALIS AVE
2115,3/13/2022 18:17,Unknown trouble,1900 BLOCK CONWAY RD
2116,3/13/2022 18:04,General disturbance - armed,6200 BLOCK BENT PINE DR
2117,3/14/2022 6:10,General disturbance,5300 BLOCK BAMBOO CT
2118,3/14/2022 5:57,House/business check,6600 BLOCK EAGLE WATCH DR
2119,3/14/2022 5:53,General disturbance,9400 BLOCK JEFF FUQUA BLVD
2120,3/14/2022 5:52,Community Orientated Policing detail,9400 BLOCK JEFF FUQUA BLVD
2121,3/14/2022 5:47,Hit and run with road blockage,1 BLOCK
2122,3/14/2022 5:23,Commercial alarm,1800 BLOCK W COLONIAL DR
2123,3/14/2022 3:42,Drunk driver,S KIRKMAN RD / ARNOLD PALMER DR
2124,3/14/2022 2:20,General disturbance,1900 BLOCK S KIRKMAN RD
2125,3/14/2022 18:58,Residential B&E,9100 BLOCK LEEVISTA BLVD
2126,3/14/2022 18:51,Threats/assault,2500 BLOCK S SEMORAN BLVD
2127,3/14/2022 18:49,Theft,1700 BLOCK MEETING PL
2128,3/14/2022 18:46,Unknown trouble,600 BLOCK LAKE DOT CIR
2129,3/14/2022 18:42,Battery,1800 BLOCK S KIRKMAN RD
2130,3/14/2022 18:42,Theft by shoplifting,3100 BLOCK W PRINCETON ST
2131,3/14/2022 18:41,Abandoned vehicle,4500 BLOCK SOUTHFIELD AVE
2132,3/14/2022 18:35,Theft,3100 BLOCK W PRINCETON ST
2133,3/14/2022 18:30,Battery,5200 BLOCK FLORIDA HOLLY DR
2134,3/14/2022 18:22,Accident (injuries),E MICHIGAN ST / CONWAY RD
2135,3/14/2022 18:22,Lost/found property,9300 BLOCK JEFF FUQUA BLVD N
2136,3/14/2022 18:16,Accident (minor),S PARRAMORE AVE / W GORE ST
2137,3/14/2022 18:11,Suspicious person,N GARLAND AVE / W COLONIAL DR
2138,3/14/2022 18:06,Designated Patrol Area - available,9300 BLOCK JEFF FUQUA BLVD N
2139,3/14/2022 18:03,Recovered missing person,5100 BLOCK MILLENIA BLVD
2140,3/14/2022 17:58,Non-emergency assistance,1100 BLOCK GUNNISON AVE
2141,3/14/2022 17:55,Lost/found property,9400 BLOCK JEFF FUQUA BLVD
2142,3/14/2022 17:51,Drug violation,S WESTMORELAND DR / W PINE ST
2143,3/14/2022 17:40,Accident (minor),600 BLOCK N ORANGE AVE
2144,3/14/2022 17:20,Theft,4400 BLOCK CURRY FORD RD
2145,3/14/2022 17:20,Accident with road blockage,S KIRKMAN RD / CARRIER DR
